,zen_rec,log10_sb,beta,stationnumber,angle_B,primary
48,0.7334215381939951,3.0521582954590083,-2.1330204090710057,10,0.21084196573182745,unconvphoton
49,0.7529448708143818,2.885300020098441,-2.1095075436598565,7,0.22517878530413804,unconvphoton
50,0.7540717888609123,3.157484556834701,-2.11413365033021,10,0.19291855230234586,unconvphoton
51,0.8006925916101074,3.147563950152623,-2.0157013342084795,11,0.9569208682490147,unconvphoton
52,0.7980684752697409,3.165382470204741,-2.0183465125176987,11,0.9596037632488439,unconvphoton
53,0.7992810393516384,3.1158423725632893,-2.032420312549878,10,0.9561866113434245,unconvphoton
54,0.7988327359376065,3.159873300849643,-1.9936492113427282,13,0.9586061367117706,unconvphoton
55,0.8767416059302126,3.453403897794096,-1.8260261615977564,17,0.7871566058977765,unconvphoton
56,0.8812627948808088,3.363465117997351,-1.8503204252738703,15,0.7881321510404257,unconvphoton
57,0.88536494060415,3.305943824214302,-1.8099612703266539,16,0.7921600800735301,unconvphoton
58,0.880161024695116,3.442151093515278,-1.802609761984856,16,0.7883279135996836,unconvphoton
59,0.8766045534526141,3.484001899587092,-1.8057800345737518,19,0.7840031660883614,unconvphoton
60,0.8171041102540461,3.0095076101355627,-1.9789741311141622,10,0.9521149472628883,unconvphoton
61,0.8097557582103476,3.0687236154375452,-1.984320093230916,11,0.9569360539713087,unconvphoton
62,0.8144564122652953,3.1420927260465015,-1.9727382157852047,12,0.9544272369464939,unconvphoton
63,0.8110338315832645,2.977749514592361,-1.9657257967762256,9,0.9548965904870454,unconvphoton
64,0.8429448735563677,3.1027041222455787,-1.896132908910718,11,0.9578480006758545,unconvphoton
65,0.8351787081172534,3.132744985983682,-1.9276652943859711,10,0.9596632800976725,unconvphoton
66,0.8331998528276351,3.1023397048719787,-1.9369512605134283,10,0.9617007693867935,unconvphoton
67,0.8402906688530659,3.10749864300815,-1.908340404315758,12,0.9562187580424562,unconvphoton
68,0.8708727569786924,2.7966935748431743,-1.773335534879162,10,0.21820551623616818,unconvphoton
69,0.3544960617996085,3.445805096851802,-2.472178248248774,12,0.9321131929274147,unconvphoton
70,0.3534682698958749,3.392395106619582,-2.456512006812035,8,0.9288552049920311,unconvphoton
71,0.36598740130559476,3.4143805283919053,-2.4613138637808296,10,0.9303391147009831,unconvphoton
72,0.35455938130268017,3.485548187968328,-2.472004807664296,10,0.92991472531358,unconvphoton
73,0.5935619942239173,2.9216528780173134,-2.309178401283437,6,0.5051908583184201,unconvphoton
74,0.7478447714726578,2.904419928409394,-2.1145724296883692,9,0.24816786162856772,unconvphoton
75,0.805458837674805,2.7010270991374075,-1.9962891659257511,6,0.6351259619673814,unconvphoton
76,0.7779216433022296,2.9924734056733477,-2.0505595789013693,8,0.6302676671091648,unconvphoton
77,0.7488464240994533,3.1817912552343754,-2.135113382740556,10,0.7052954214175254,unconvphoton
78,0.7426234924971131,3.1459185192559183,-2.1433297067225867,9,0.703368439159924,unconvphoton
79,0.7620830057899665,3.1162259389828595,-2.1000089716376147,11,0.711828245653624,unconvphoton
